date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
13:22:25	0/0	---M--	200	added ('OK')	application/javascript	etag:%22d41d8cd98f00b204e9800998ecf8427e%22	http://static-public.klickpages.com.br/app/assets/javascripts/public/js/body/begin.js?v=1588288978	D:/sites/Shark/static-public.klickpages.com.br/app/assets/javascripts/public/js/body/begin4f04.js	(from https://tradermilionario.com.br/termos)
13:22:26	671/671	---MCZ	200	added ('OK')	text/css	etag:W/%22cd60f0bac1237a75cb0d4165ca7ef1ab%22	http://static-public.klickpages.com.br/tmp/zip/1289/styles/main.css?v=1573132224	D:/sites/Shark/static-public.klickpages.com.br/tmp/zip/1289/styles/main379c.css	(from https://tradermilionario.com.br/termos)
13:22:26	17829/17829	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2014%20May%202020%2020:21:49%20GMT	http://static-public.klickpages.com.br/app/assets/javascripts/public/js/body/end.js?v=1588288978	D:/sites/Shark/static-public.klickpages.com.br/app/assets/javascripts/public/js/body/end4f04.js	(from https://tradermilionario.com.br/termos)
13:22:26	7418/7418	---MCZ	200	added ('OK')	application/javascript	date:Thu,%2020%20Feb%202020%2014:26:57%20GMT	http://static-public.klickpages.com.br/app/assets/javascripts/libs/libs.js?v=1588288978	D:/sites/Shark/static-public.klickpages.com.br/app/assets/javascripts/libs/libs4f04.js	(from https://tradermilionario.com.br/termos)
13:22:27	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Sun,%2028%20Jun%202020%2016:22:27%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/fancybox_sprite.png	D:/sites/Shark/static-public.klickpages.com.br/app/assets/stylesheets/fancybox_sprite.png	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1588288978)
13:22:27	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Sun,%2028%20Jun%202020%2016:22:28%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/fancybox_loading.gif	D:/sites/Shark/static-public.klickpages.com.br/app/assets/stylesheets/fancybox_loading.gif	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1588288978)
13:22:28	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Sun,%2028%20Jun%202020%2016:22:28%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/blank.gif	D:/sites/Shark/static-public.klickpages.com.br/app/assets/stylesheets/blank.gif	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1588288978)
13:22:28	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Sun,%2028%20Jun%202020%2016:22:29%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/fancybox_overlay.png	D:/sites/Shark/static-public.klickpages.com.br/app/assets/stylesheets/fancybox_overlay.png	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1588288978)
13:22:29	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Sun,%2028%20Jun%202020%2016:22:30%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/fancybox_sprite@2x.png	D:/sites/Shark/static-public.klickpages.com.br/app/assets/stylesheets/fancybox_sprite@2x.png	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1588288978)
13:22:29	235393/235393	---MCZ	200	added ('OK')	application/javascript	date:Wed,%2026%20Feb%202020%2019:25:15%20GMT	http://static-public.klickpages.com.br/app/assets/javascripts/public/js/include.js?v=1588288978	D:/sites/Shark/static-public.klickpages.com.br/app/assets/javascripts/public/js/include4f04.js	(from https://tradermilionario.com.br/termos)
13:22:29	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Sun,%2028%20Jun%202020%2016:22:30%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/fancybox_loading@2x.gif	D:/sites/Shark/static-public.klickpages.com.br/app/assets/stylesheets/fancybox_loading@2x.gif	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1588288978)
13:22:29	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Sun,%2028%20Jun%202020%2016:22:30%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/images/bx_loader.gif	D:/sites/Shark/static-public.klickpages.com.br/app/assets/stylesheets/images/bx_loader.gif	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1588288978)
13:22:30	243/243	---MCZ	403	error ('Forbidden')	application/xml	date:Sun,%2028%20Jun%202020%2016:22:30%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/images/controls.png	D:/sites/Shark/static-public.klickpages.com.br/app/assets/stylesheets/images/controls.png	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1588288978)
13:22:30	2553/2553	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2007%20Jan%202016%2012:38:46%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/launchblog/error-video.svg	D:/sites/Shark/static-public.klickpages.com.br/app/assets/stylesheets/launchblog/error-video.svg	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1588288978)
13:22:30	3666/3666	---M--	200	added ('OK')	text/html	etag:%222cca4860cddc4acff22576d4de18955e%22	http://static-public.klickpages.com.br/app/assets/stylesheets/logos/logo-kp-white.png	D:/sites/Shark/static-public.klickpages.com.br/app/assets/stylesheets/logos/logo-kp-white.html	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1588288978)
13:22:31	3574/3574	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2007%20Jan%202016%2012:38:18%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/launchblog/error-protection.svg	D:/sites/Shark/static-public.klickpages.com.br/app/assets/stylesheets/launchblog/error-protection.svg	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1588288978)
13:22:31	3528/3528	---MCZ	200	added ('OK')	image/svg+xml	date:Thu,%2007%20Jan%202016%2012:38:32%20GMT	http://static-public.klickpages.com.br/app/assets/stylesheets/launchblog/error-sale.svg	D:/sites/Shark/static-public.klickpages.com.br/app/assets/stylesheets/launchblog/error-sale.svg	(from http://static-public.klickpages.com.br/app/assets/stylesheets/publish.css?v=1588288978)
